,,Interval,Transfer - A,Transfer Unit - A,Bandwidth - A,Bandwidth Unit - A,Transfer - C,Transfer Unit - C,Bandwidth - C,Bandwidth Unit - C
westwood/illinois:3,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,11,11.0-12.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,13,13.0-14.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,63.6,KBytes,521,Kbits/sec
westwood/illinois:3,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:3,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,0,0.0- 1.0 sec,167,KBytes,1.37,Mbits/sec,167,KBytes,1.37,Mbits/sec
westwood/illinois:4,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
westwood/illinois:4,2,2.0- 3.0 sec,184,KBytes,1.51,Mbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,3,3.0- 4.0 sec,43.8,KBytes,359,Kbits/sec,221,KBytes,1.81,Mbits/sec
westwood/illinois:4,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,15.6,KBytes,127,Kbits/sec
westwood/illinois:4,5,5.0- 6.0 sec,66.5,KBytes,544,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,6,6.0- 7.0 sec,72.1,KBytes,591,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,7,7.0- 8.0 sec,255,KBytes,2.09,Mbits/sec,63.6,KBytes,521,Kbits/sec
westwood/illinois:4,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,12,12.0-13.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,14,14.0-15.0 sec,63.6,KBytes,521,Kbits/sec,63.6,KBytes,521,Kbits/sec
westwood/illinois:4,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
westwood/illinois:4,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,0,0.0- 1.0 sec,167,KBytes,1.37,Mbits/sec,167,KBytes,1.37,Mbits/sec
illinois/illinois:0,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
illinois/illinois:0,2,2.0- 3.0 sec,140,KBytes,1.15,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,3,3.0- 4.0 sec,0.00,Bytes,0.00,bits/sec,221,KBytes,1.81,Mbits/sec
illinois/illinois:0,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,15.6,KBytes,127,Kbits/sec
illinois/illinois:0,5,5.0- 6.0 sec,182,KBytes,1.49,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,6,6.0- 7.0 sec,198,KBytes,1.62,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,7,7.0- 8.0 sec,63.6,KBytes,521,Kbits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:0,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,10,10.0-11.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,13,13.0-14.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:0,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:0,19,19.0-20.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,0,0.0- 1.0 sec,167,KBytes,1.37,Mbits/sec,167,KBytes,1.37,Mbits/sec
illinois/illinois:1,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
illinois/illinois:1,2,2.0- 3.0 sec,133,KBytes,1.09,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,3,3.0- 4.0 sec,1.41,KBytes,11.6,Kbits/sec,221,KBytes,1.81,Mbits/sec
illinois/illinois:1,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,15.6,KBytes,127,Kbits/sec
illinois/illinois:1,5,5.0- 6.0 sec,274,KBytes,2.25,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,6,6.0- 7.0 sec,127,KBytes,1.04,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,7,7.0- 8.0 sec,63.6,KBytes,521,Kbits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:1,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,11,11.0-12.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,14,14.0-15.0 sec,63.6,KBytes,521,Kbits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:1,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:1,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,0,0.0- 1.0 sec,167,KBytes,1.37,Mbits/sec,105,KBytes,857,Kbits/sec
illinois/illinois:2,1,1.0- 2.0 sec,62.2,KBytes,510,Kbits/sec,62.2,KBytes,510,Kbits/sec
illinois/illinois:2,2,2.0- 3.0 sec,266,KBytes,2.18,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,3,3.0- 4.0 sec,177,KBytes,1.45,Mbits/sec,31.1,KBytes,255,Kbits/sec
illinois/illinois:2,4,4.0- 5.0 sec,87.7,KBytes,718,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,5,5.0- 6.0 sec,14.1,KBytes,116,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,6,6.0- 7.0 sec,5.66,KBytes,46.3,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,7,7.0- 8.0 sec,63.6,KBytes,521,Kbits/sec,206,KBytes,1.69,Mbits/sec
illinois/illinois:2,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,28.3,KBytes,232,Kbits/sec
illinois/illinois:2,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,1.41,KBytes,11.6,Kbits/sec
illinois/illinois:2,10,10.0-11.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,11,11.0-12.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,14,14.0-15.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:2,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:2,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,0,0.0- 1.0 sec,167,KBytes,1.37,Mbits/sec,167,KBytes,1.37,Mbits/sec
illinois/illinois:3,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
illinois/illinois:3,2,2.0- 3.0 sec,127,KBytes,1.04,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,3,3.0- 4.0 sec,56.6,KBytes,463,Kbits/sec,221,KBytes,1.81,Mbits/sec
illinois/illinois:3,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,15.6,KBytes,127,Kbits/sec
illinois/illinois:3,5,5.0- 6.0 sec,144,KBytes,1.18,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,6,6.0- 7.0 sec,192,KBytes,1.58,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,7,7.0- 8.0 sec,48.1,KBytes,394,Kbits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:3,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,9,9.0-10.0 sec,48.1,KBytes,394,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,10,10.0-11.0 sec,15.6,KBytes,127,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,11,11.0-12.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,12,12.0-13.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,14,14.0-15.0 sec,0.00,Bytes,0.00,bits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:3,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,18,18.0-19.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:3,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,0,0.0- 1.0 sec,167,KBytes,1.37,Mbits/sec,167,KBytes,1.37,Mbits/sec
illinois/illinois:4,1,1.0- 2.0 sec,0.00,Bytes,0.00,bits/sec,31.1,KBytes,255,Kbits/sec
illinois/illinois:4,2,2.0- 3.0 sec,127,KBytes,1.04,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,3,3.0- 4.0 sec,52.3,KBytes,429,Kbits/sec,221,KBytes,1.81,Mbits/sec
illinois/illinois:4,4,4.0- 5.0 sec,0.00,Bytes,0.00,bits/sec,15.6,KBytes,127,Kbits/sec
illinois/illinois:4,5,5.0- 6.0 sec,9.90,KBytes,81.1,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,6,6.0- 7.0 sec,339,KBytes,2.78,Mbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,7,7.0- 8.0 sec,56.6,KBytes,463,Kbits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:4,8,8.0- 9.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,9,9.0-10.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,10,10.0-11.0 sec,7.07,KBytes,57.9,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,11,11.0-12.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,12,12.0-13.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,13,13.0-14.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,14,14.0-15.0 sec,63.6,KBytes,521,Kbits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,15,15.0-16.0 sec,0.00,Bytes,0.00,bits/sec,63.6,KBytes,521,Kbits/sec
illinois/illinois:4,16,16.0-17.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,17,17.0-18.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,18,18.0-19.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
illinois/illinois:4,19,19.0-20.0 sec,0.00,Bytes,0.00,bits/sec,0.00,Bytes,0.00,bits/sec
